CH_1_us,CH_1_v
21939999.473664,-4.880000
21960000.012288,-4.840000
21980000.550912,-4.840000
21999998.992384,-4.800000
22019999.531008,-4.800000
22040000.069632,-4.840000
22060000.608256,-4.760000
22079999.049728,-4.840000
22099999.588352,-4.840000
22120000.126976,-4.800000
22140000.665600,-4.800000
22159999.107072,-4.840000
22179999.645696,-4.840000
22200000.184320,-4.840000
22220000.722944,-4.840000
22239999.164416,-4.840000
22259999.703040,-4.840000
22280000.241664,-4.800000
22300000.780288,-4.800000
22319999.221760,-4.800000
22339999.760384,-4.800000
22360000.299008,-4.840000
22380000.837632,-4.840000
22399999.279104,-4.920000
22419999.817728,-4.800000
22440000.356352,-4.840000
22460000.894976,-4.880000
22479999.336448,-4.800000
22499999.875072,-4.840000
22520000.413696,-4.840000
22540000.952320,-4.840000
22559999.393792,-5.080000
22579999.932416,-4.840000
22600000.471040,-4.840000
22620001.009664,-4.840000
22639999.451136,-4.800000
22659999.989760,-4.800000
22680000.528384,-4.800000
22699998.969856,-4.880000
22719999.508480,-4.840000
22740000.047104,-4.800000
22760000.585728,-4.600000
22779999.027200,-4.800000
22799999.565824,-4.840000
22820000.104448,-4.800000
22840000.643072,-4.840000
22859999.084544,-4.840000
22879999.623168,-4.840000
22900000.161792,-4.840000
22920000.700416,-4.760000
22939999.141888,-5.160000
22959999.680512,-4.840000
22980000.219136,-4.840000
23000000.757760,-4.840000
23019999.199232,-4.840000
23039999.737856,-4.800000
23060000.276480,-4.760000
23080000.815104,-4.840000
23099999.256576,-4.880000
23119999.795200,-4.840000
23140000.333824,-4.840000
23160000.872448,-4.800000
23179999.313920,-4.840000
23199999.852544,-4.840000
23220000.391168,-4.840000
23240000.929792,-4.880000
23259999.371264,-4.840000
23279999.909888,-4.840000
23300000.448512,-4.840000
23320000.987136,-4.880000
23339999.428608,-4.840000
23359999.967232,-4.800000
23380000.505856,-4.840000
23400001.044480,-4.640000
23419999.485952,-4.760000
23440000.024576,-4.840000
23460000.563200,-4.560000
23479999.004672,-4.840000
23499999.543296,-4.880000
23520000.081920,-4.760000
23540000.620544,-4.840000
23559999.062016,-5.160000
23579999.600640,-4.800000
23600000.139264,-4.840000
23620000.677888,-4.840000
23639999.119360,-5.000000
23659999.657984,-4.840000
23680000.196608,-4.840000
23700000.735232,-4.880000
23719999.176704,-4.800000
23739999.715328,-4.840000
23760000.253952,-4.840000
23780000.792576,-4.800000
23799999.234048,-4.840000
23819999.772672,-4.840000
23840000.311296,-4.800000
23860000.849920,-4.840000
23879999.291392,-4.800000
23899999.830016,-4.880000
23920000.368640,-4.840000
23940000.907264,-4.840000
23959999.348736,-4.800000
23979999.887360,-4.840000
24000000.425984,-4.800000
24020000.964608,-4.840000
24039999.406080,-4.840000
24059999.944704,-4.840000
24080000.483328,-4.800000
24100001.021952,-4.800000
24119999.463424,-4.880000
24140000.002048,-4.800000
24160000.540672,-4.800000
24179998.982144,-4.840000
24199999.520768,-4.800000
24220000.059392,-4.840000
24240000.598016,-5.160000
24259999.039488,-4.960000
24279999.578112,-4.840000
24300000.116736,-4.800000
24320000.655360,-4.800000
24339999.096832,-4.640000
24359999.635456,-4.800000
24380000.174080,-4.840000
24400000.712704,-4.840000
24419999.154176,-4.840000
24439999.692800,-4.840000
24460000.231424,-4.800000
24480000.770048,-4.840000
24499999.211520,-4.840000
24519999.750144,-4.840000
24540000.288768,-4.840000
24560000.827392,-4.840000
24579999.268864,-4.840000
24599999.807488,-4.720000
24620000.346112,-4.800000
24640000.884736,-4.800000
24659999.326208,-4.720000
24679999.864832,-4.800000
24700000.403456,-4.880000
24720000.942080,-4.800000
24739999.383552,-4.800000
24759999.922176,-4.800000
24780000.460800,-4.800000
24800000.999424,-4.840000
24819999.440896,-4.640000
24839999.979520,-4.840000
24860000.518144,-4.840000
24879998.959616,-4.760000
24899999.498240,-5.200000
24920000.036864,-4.840000
24940000.575488,-4.840000
24959999.016960,-4.840000
24979999.555584,-4.840000
25000000.094208,-4.840000
25020000.632832,-4.800000
25039999.074304,-4.800000
25059999.612928,-4.800000
25080000.151552,-4.800000
25100000.690176,-4.800000
25119999.131648,-4.840000
25139999.670272,-4.840000
25160000.208896,-4.800000
25180000.747520,-4.800000
25199999.188992,-4.840000
25219999.727616,-4.840000
25240000.266240,-4.840000
25260000.804864,-4.840000
25279999.246336,-4.800000
25299999.784960,-4.920000
25320000.323584,-4.840000
25340000.862208,-4.840000
25359999.303680,-4.800000
25379999.842304,-4.800000
25400000.380928,-4.840000
25420000.919552,-4.840000
25439999.361024,-4.880000
25459999.899648,-4.840000
25480000.438272,-4.840000
25500000.976896,-4.800000
25519999.418368,-4.920000
25539999.956992,-4.840000
25560000.495616,-4.840000
25580001.034240,-4.840000
25599999.475712,-4.800000
25620000.014336,-4.840000
25640000.552960,-4.800000
25659998.994432,-4.840000
25679999.533056,-4.760000
25700000.071680,-4.880000
25720000.610304,-4.800000
25739999.051776,-4.840000
25759999.590400,-4.840000
25780000.129024,-4.800000
25800000.667648,-4.840000
25819999.109120,-4.800000
25839999.647744,-4.760000
25860000.186368,-4.880000
25880000.724992,-4.880000
25899999.166464,-4.840000
25919999.705088,-4.880000
25940000.243712,-4.760000
25960000.782336,-4.800000
25979999.223808,-4.880000
25999999.762432,-4.800000
26020000.301056,-4.840000
26040000.839680,-4.880000
26059999.281152,-4.800000
26079999.819776,-4.800000
26100000.358400,-4.840000
26120000.897024,-4.840000
26139999.338496,-4.920000
26159999.877120,-4.880000
26180000.415744,-4.800000
26200000.954368,-4.840000
26219999.395840,-4.800000
26239999.934464,-4.800000
26260000.473088,-4.680000
26280001.011712,-4.840000
26299999.453184,-4.840000
26319999.991808,-4.880000
26340000.530432,-4.840000
26359998.971904,-4.840000
26379999.510528,-4.840000
26400000.049152,-4.920000
26420000.587776,-4.840000
26439999.029248,-4.800000
26459999.567872,-4.840000
26480000.106496,-4.800000
26500000.645120,-4.880000
26519999.086592,-4.840000
26539999.625216,-4.840000
26560000.163840,-4.840000
26580000.702464,-4.840000
26599999.143936,-4.840000
26619999.682560,-4.880000
26640000.221184,-4.840000
26660000.759808,-4.840000
26679999.201280,-4.560000
26699999.739904,-4.840000
26720000.278528,-4.800000
26740000.817152,-4.840000
26759999.258624,-4.800000
26779999.797248,-4.800000
26800000.335872,-4.800000
26820000.874496,-4.800000
26839999.315968,-4.800000
26859999.854592,-4.840000
26880000.393216,-4.800000
26900000.931840,-4.840000
26919999.373312,-4.840000
26939999.911936,-4.840000
26960000.450560,-4.880000
26980000.989184,-4.840000
26999999.430656,-4.800000
27019999.969280,-4.840000
27040000.507904,-4.840000
27060001.046528,-4.800000
27079999.488000,-4.800000
27100000.026624,-4.880000
27120000.565248,-4.840000
27139999.006720,-4.840000
27159999.545344,-4.800000
27180000.083968,-4.840000
27200000.622592,-4.840000
27219999.064064,-4.760000
27239999.602688,-4.920000
27260000.141312,-4.840000
27280000.679936,-4.800000
27299999.121408,-4.840000
27319999.660032,-4.880000
27340000.198656,-4.840000
27360000.737280,-4.800000
27379999.178752,-4.840000
27399999.717376,-4.840000
27420000.256000,-4.880000
27440000.794624,-4.760000
27459999.236096,-4.800000
27479999.774720,-4.840000
27500000.313344,-4.840000
27520000.851968,-4.800000
27539999.293440,-4.840000
27559999.832064,-4.840000
27580000.370688,-4.840000
27600000.909312,-4.880000
27619999.350784,-4.840000
27639999.889408,-4.840000
27660000.428032,-4.840000
27680000.966656,-4.800000
27699999.408128,-4.880000
27719999.946752,-4.800000
27740000.485376,-4.840000
27760001.024000,-4.840000
27779999.465472,-4.800000
27800000.004096,-4.840000
27820000.542720,-4.880000
27839998.984192,-4.680000
27859999.522816,-4.800000
27880000.061440,-4.840000
27900000.600064,-4.840000
27919999.041536,-4.800000
27939999.580160,-4.880000
27960000.118784,-4.840000
27980000.657408,-4.840000
27999999.098880,-4.840000
28019999.637504,-4.840000
28040000.176128,-4.840000
28060000.714752,-4.840000
28079999.156224,-4.840000
28099999.694848,-4.800000
28120000.233472,-4.840000
28140000.772096,-4.800000
28159999.213568,-4.840000
28179999.752192,-4.840000
28200000.290816,-4.800000
28220000.829440,-4.760000
28239999.270912,-4.840000
28259999.809536,-4.840000
28280000.348160,-4.840000
28300000.886784,-4.840000
28319999.328256,-4.840000
28339999.866880,-4.840000
28360000.405504,-4.960000
28380000.944128,-4.840000
28399999.385600,-4.800000
28419999.924224,-4.840000
28440000.462848,-4.840000
28460001.001472,-4.800000
28479999.442944,-4.840000
28499999.981568,-4.840000
28520000.520192,-4.800000
28539998.961664,-4.800000
28559999.500288,-4.880000
28580000.038912,-4.800000
28600000.577536,-4.760000
28619999.019008,-4.800000
28639999.557632,-4.880000
28660000.096256,-4.800000
28680000.634880,-4.840000
28699999.076352,-4.840000
28719999.614976,-4.840000
28740000.153600,-5.080000
28760000.692224,-4.800000
28779999.133696,-4.800000
28799999.672320,-4.800000
28820000.210944,-4.880000
28840000.749568,-4.840000
28859999.191040,-4.840000
28879999.729664,-4.840000
28900000.268288,-5.240000
28920000.806912,-4.840000
28939999.248384,-4.840000
28959999.787008,-4.840000
28980000.325632,-4.880000
29000000.864256,-4.760000
29019999.305728,-4.840000
29039999.844352,-4.840000
29060000.382976,-4.800000
29080000.921600,-4.800000
29099999.363072,-4.840000
29119999.901696,-4.840000
29140000.440320,-4.840000
29160000.978944,-4.840000
29179999.420416,-4.840000
29199999.959040,-4.840000
29220000.497664,-4.840000
29240001.036288,-4.840000
29259999.477760,-4.720000
29280000.016384,-4.840000
29300000.555008,-4.760000
29319998.996480,-4.840000
29339999.535104,-4.840000
29360000.073728,-4.800000
29380000.612352,-4.880000
29399999.053824,-4.800000
29419999.592448,-4.840000
29440000.131072,-4.840000
29460000.669696,-4.800000
29479999.111168,-4.840000
29499999.649792,-4.840000
29520000.188416,-4.800000
29540000.727040,-4.840000
29559999.168512,-4.800000
29579999.707136,-4.800000
29600000.245760,-4.800000
29620000.784384,-4.840000
29639999.225856,-4.840000
29659999.764480,-4.800000
29680000.303104,-4.840000
29700000.841728,-4.840000
29719999.283200,-4.800000
29739999.821824,-4.880000
29760000.360448,-4.800000
29780000.899072,-4.800000
29799999.340544,-4.840000
29819999.879168,-4.520000
29840000.417792,-4.800000
29860000.956416,-4.840000
29879999.397888,-4.880000
29899999.936512,-4.760000
29920000.475136,-4.800000
29940001.013760,-4.840000
29959999.455232,-4.800000
29979999.993856,-4.880000
30000000.532480,-4.840000
30019998.973952,-4.840000
30039999.512576,-4.800000
30060000.051200,-4.920000
30080000.589824,-4.840000
30099999.031296,-4.840000
30119999.569920,-4.840000
30140000.108544,-4.800000
30160000.647168,-4.800000
30179999.088640,-4.840000
30199999.627264,-4.800000
30220000.165888,-4.920000
30240000.704512,-4.840000
30259999.145984,-4.840000
30279999.684608,-4.840000
30300000.223232,-4.840000
30320000.761856,-4.800000
30339999.203328,-4.880000
30359999.741952,-4.800000
30380000.280576,-4.840000
30400000.819200,-4.880000
30419999.260672,-4.840000
30439999.799296,-4.840000
30460000.337920,-4.840000
30480000.876544,-4.840000
30499999.318016,-4.840000
30519999.856640,-4.880000
30540000.395264,-4.800000
30560000.933888,-4.840000
30579999.375360,-4.840000
30599999.913984,-4.840000
30620000.452608,-4.800000
30640000.991232,-4.840000
30659999.432704,-4.840000
30679999.971328,-4.840000
30700000.509952,-4.800000
30720001.048576,-4.840000
30739999.490048,-4.840000
30760000.028672,-4.800000
30780000.567296,-4.840000
30799999.008768,-4.800000
30819999.547392,-4.800000
30840000.086016,-4.840000
30860000.624640,-4.840000
30879999.066112,-4.840000
30899999.604736,-4.840000
30920000.143360,-4.800000
30940000.681984,-4.840000
30959999.123456,-4.800000
30979999.662080,-4.800000
31000000.200704,-4.880000
31020000.739328,-4.840000
31039999.180800,-4.840000
31059999.719424,-4.840000
31080000.258048,-4.800000
31100000.796672,-4.840000
31119999.238144,-4.840000
31139999.776768,-5.000000
31160000.315392,-4.840000
31180000.854016,-4.800000
31199999.295488,-4.800000
31219999.834112,-4.800000
31240000.372736,-4.800000
31260000.911360,-4.880000
31279999.352832,-4.840000
31299999.891456,-4.840000
31320000.430080,-4.840000
31340000.968704,-4.880000
31359999.410176,-4.760000
31379999.948800,-4.880000
31400000.487424,-4.840000
31420001.026048,-4.840000
31439999.467520,-4.840000
31460000.006144,-4.800000
31480000.544768,-4.840000
31499998.986240,-4.840000
31519999.524864,-4.800000
31540000.063488,-4.840000
31560000.602112,-4.800000
31579999.043584,-4.840000
31599999.582208,-4.840000
31620000.120832,-4.760000
31640000.659456,-4.840000
31659999.100928,-4.840000
31679999.639552,-4.880000
31700000.178176,-4.840000
31720000.716800,-4.840000
31739999.158272,-4.800000
31759999.696896,-4.840000
31780000.235520,-4.840000
31800000.774144,-4.800000
31819999.215616,-4.560000
31839999.754240,-4.800000
31860000.292864,-4.560000
31880000.831488,-4.800000
31899999.272960,-4.840000
31919999.811584,-4.800000
31940000.350208,-4.800000
31960000.888832,-4.840000
31979999.330304,-4.800000
31999999.868928,-4.880000
32020000.407552,-4.840000
32040000.946176,-4.880000
32059999.387648,-4.840000
32079999.926272,-4.840000
32100000.464896,-4.840000
32120001.003520,-4.840000
32139999.444992,-4.800000
32159999.983616,-4.800000
32180000.522240,-4.800000
32199998.963712,-5.160000
32219999.502336,-4.800000
32240000.040960,-5.040000
32260000.579584,-4.840000
32279999.021056,-4.840000
32299999.559680,-4.840000
32320000.098304,-4.840000
32340000.636928,-4.800000
32359999.078400,-4.680000
32379999.617024,-4.800000
32400000.155648,-4.880000
32420000.694272,-4.800000
32439999.135744,-4.880000
32459999.674368,-4.800000
32480000.212992,-4.880000
32500000.751616,-4.840000
32519999.193088,-4.840000
32539999.731712,-4.800000
32560000.270336,-4.800000
32580000.808960,-4.800000
32599999.250432,-4.760000
32619999.789056,-4.840000
32640000.327680,-4.800000
32660000.866304,-4.840000
32679999.307776,-4.800000
32699999.846400,-4.840000
32720000.385024,-4.800000
32740000.923648,-4.840000
32759999.365120,-4.840000
32779999.903744,-4.800000
32800000.442368,-4.840000
32820000.980992,-4.840000
32839999.422464,-4.840000
32859999.961088,-4.880000
32880000.499712,-4.920000
32900001.038336,-4.800000
32919999.479808,-4.840000
32940000.018432,-4.880000
32960000.557056,-4.840000
32979998.998528,-4.800000
32999999.537152,-4.840000
33020000.075776,-4.680000
33040000.614400,-4.600000
33059999.055872,-4.520000
33079999.594496,-4.480000
33100000.133120,-4.440000
33120000.671744,-4.400000
33139999.113216,-4.160000
33159999.651840,-4.160000
33180000.190464,-4.240000
33200000.729088,-4.120000
33219999.170560,-4.160000
33239999.709184,-4.080000
33260000.247808,-4.040000
33280000.786432,-4.000000
33299999.227904,-3.880000
33319999.766528,-3.840000
33340000.305152,-3.800000
33360000.843776,-3.760000
33379999.285248,-3.680000
33399999.823872,-3.680000
33420000.362496,-3.600000
33440000.901120,-3.400000
33459999.342592,-3.520000
33479999.881216,-3.480000
33500000.419840,-3.480000
33520000.958464,-3.440000
33539999.399936,-3.360000
33559999.938560,-3.360000
33580000.477184,-3.280000
33600001.015808,-3.240000
33619999.457280,-3.200000
33639999.995904,-3.160000
33660000.534528,-3.240000
33679998.976000,-3.080000
33699999.514624,-3.080000
33720000.053248,-3.040000
33740000.591872,-2.960000
33759999.033344,-2.960000
33779999.571968,-2.960000
33800000.110592,-2.880000
33820000.649216,-2.840000
33839999.090688,-2.800000
33859999.629312,-2.800000
33880000.167936,-2.600000
33900000.706560,-2.800000
33919999.148032,-2.720000
33939999.686656,-2.640000
33960000.225280,-2.600000
33980000.763904,-2.600000
33999999.205376,-2.560000
34019999.744000,-2.520000
34040000.282624,-2.520000
34060000.821248,-2.440000
34079999.262720,-2.440000
34099999.801344,-2.400000
34120000.339968,-2.400000
34140000.878592,-2.320000
34159999.320064,-2.320000
34179999.858688,-2.320000
34200000.397312,-2.280000
34220000.935936,-2.280000
34239999.377408,-2.200000
34259999.916032,-2.200000
34280000.454656,-2.200000
34300000.993280,-2.120000
34319999.434752,-2.120000
34339999.973376,-2.080000
34360000.512000,-2.000000
34379998.953472,-2.000000
34399999.492096,-2.040000
34420000.030720,-1.960000
34440000.569344,-1.960000
34459999.010816,-1.960000
34479999.549440,-1.840000
34500000.088064,-1.960000
34520000.626688,-1.880000
34539999.068160,-1.840000
34559999.606784,-1.840000
34580000.145408,-1.800000
34600000.684032,-1.800000
34619999.125504,-1.800000
34639999.664128,-1.760000
34660000.202752,-1.720000
34680000.741376,-1.640000
34699999.182848,-1.640000
34719999.721472,-1.640000
34740000.260096,-1.640000
34760000.798720,-1.640000
34779999.240192,-1.560000
34799999.778816,-1.560000
34820000.317440,-1.560000
34840000.856064,-1.520000
34859999.297536,-1.520000
34879999.836160,-1.480000
34900000.374784,-1.480000
34920000.913408,-1.600000
34939999.354880,-1.480000
34959999.893504,-1.400000
34980000.432128,-1.400000
35000000.970752,-1.360000
35019999.412224,-1.360000
35039999.950848,-1.280000
35060000.489472,-1.320000
35080001.028096,-1.320000
35099999.469568,-1.280000
35120000.008192,-1.320000
35140000.546816,-1.240000
35159998.988288,-1.280000
35179999.526912,-1.280000
35200000.065536,-1.160000
35219998.507008,-1.200000
35240001.142784,-1.200000
35259999.584256,-1.160000
35279998.025728,-1.200000
35300000.661504,-1.160000
35319999.102976,-1.120000
35340001.738752,-1.120000
35360000.180224,-1.120000
35379998.621696,-1.120000
35400001.257472,-1.040000
35419999.698944,-1.040000
35439998.140416,-1.080000
35460000.776192,-1.080000
35479999.217664,-1.000000
35500001.853440,-1.000000
35520000.294912,-0.960000
35539998.736384,-0.960000
35560001.372160,-0.560000
35579999.813632,-0.920000
35599998.255104,-0.920000
35620000.890880,-0.920000
35639999.332352,-0.960000
35660001.968128,-0.880000
35680000.409600,-0.840000
35699998.851072,-0.560000
35720001.486848,-0.880000
35739999.928320,-0.880000
35759998.369792,-0.840000
35780001.005568,-0.800000
35799999.447040,-0.840000
35820002.082816,-0.800000
35840000.524288,-0.800000
35859998.965760,-0.760000
35880001.601536,-0.760000
35900000.043008,-0.880000
35919998.484480,-0.760000
35940001.120256,-0.800000
35959999.561728,-0.720000
35979998.003200,-0.800000
36000000.638976,-0.720000
36019999.080448,-0.720000
36040001.716224,-0.680000
36060000.157696,-0.560000
36079998.599168,-0.680000
36100001.234944,-0.680000
36119999.676416,-0.640000
36139998.117888,-0.600000
36160000.753664,-0.640000
36179999.195136,-0.640000
36200001.830912,-0.600000
36220000.272384,-0.600000
36239998.713856,-0.600000
36260001.349632,-0.600000
36279999.791104,-0.560000
36299998.232576,-0.560000
36320000.868352,-0.560000
36339999.309824,-0.520000
36360001.945600,-0.520000
36380000.387072,-0.520000
36399998.828544,-0.480000
36420001.464320,-0.520000
36439999.905792,-0.480000
36459998.347264,-0.520000
36480000.983040,-0.480000
36499999.424512,-0.520000
36520002.060288,-0.480000
36540000.501760,-0.440000
36559998.943232,-0.480000
36580001.579008,-0.440000
36600000.020480,-0.400000
36619998.461952,-0.440000
36640001.097728,-0.400000
36659999.539200,-0.400000
36679997.980672,-0.440000
36700000.616448,-0.400000
36719999.057920,-0.360000
36740001.693696,-0.400000
36760000.135168,-0.360000
36779998.576640,-0.360000
36800001.212416,-0.360000
36819999.653888,-0.360000
36839998.095360,-0.360000
36860000.731136,-0.360000
36879999.172608,-0.320000
36900001.808384,-0.360000
36920000.249856,-0.320000
36939998.691328,-0.360000
36960001.327104,-0.120000
36979999.768576,-0.360000
36999998.210048,-0.240000
37020000.845824,-0.280000
37039999.287296,-0.320000
37060001.923072,-0.280000
37080000.364544,-0.280000
37099998.806016,-0.280000
37120001.441792,-0.400000
37139999.883264,-0.280000
37159998.324736,-0.240000
37180000.960512,-0.280000
37199999.401984,-0.240000
37220002.037760,-0.280000
37240000.479232,-0.280000
37259998.920704,-0.240000
37280001.556480,-0.240000
37299999.997952,-0.200000
37319998.439424,-0.200000
37340001.075200,-0.200000
37359999.516672,-0.200000
37379997.958144,-0.200000
37400000.593920,-0.160000
37419999.035392,-0.160000
37440001.671168,-0.160000
37460000.112640,-0.200000
37479998.554112,-0.200000
37500001.189888,-0.120000
37519999.631360,-0.160000
37539998.072832,-0.120000
37560000.708608,-0.120000
37579999.150080,-0.160000
37600001.785856,-0.160000
37620000.227328,-0.120000
37639998.668800,-0.120000
37660001.304576,-0.160000
37679999.746048,-0.120000
37699998.187520,-0.080000
37720000.823296,-0.120000
37739999.264768,-0.080000
37760001.900544,-0.080000
37780000.342016,-0.080000
37799998.783488,-0.080000
37820001.419264,-0.080000
37839999.860736,-0.120000
37859998.302208,-0.080000
37880000.937984,-0.080000
37899999.379456,-0.080000
37920002.015232,-0.040000
37940000.456704,-0.080000
37959998.898176,-0.080000
37980001.533952,-0.040000
37999999.975424,-0.040000
38019998.416896,-0.040000
38040001.052672,0.000000
38059999.494144,-0.080000
38079997.935616,-0.040000
38100000.571392,-0.040000
38119999.012864,-0.040000
38140001.648640,-0.040000
38160000.090112,-0.040000
38179998.531584,-0.040000
38200001.167360,-0.280000
38219999.608832,-0.040000
38239998.050304,-0.040000
38260000.686080,0.000000
38279999.127552,0.040000
38300001.763328,0.000000
38320000.204800,0.000000
38339998.646272,0.000000
38360001.282048,0.000000
38379999.723520,0.000000
38399998.164992,0.040000
38420000.800768,-0.040000
38439999.242240,0.040000
38460001.878016,0.040000
38480000.319488,0.000000
38499998.760960,0.040000
38520001.396736,0.000000
38539999.838208,0.080000
38559998.279680,0.120000
38580000.915456,0.000000
38599999.356928,0.040000
38620001.992704,0.040000
38640000.434176,0.000000
38659998.875648,0.040000
38680001.511424,0.080000
38699999.952896,0.000000
38719998.394368,0.040000
38740001.030144,0.040000
38759999.471616,0.080000
38779997.913088,0.160000
38800000.548864,0.080000
38819998.990336,0.040000
38840001.626112,0.080000
38860000.067584,0.080000
38879998.509056,0.080000
38900001.144832,0.040000
38919999.586304,0.040000
38939998.027776,0.200000
38960000.663552,0.080000
38979999.105024,0.040000
39000001.740800,0.080000
39020000.182272,0.080000
39039998.623744,0.080000
39060001.259520,0.120000
39079999.700992,0.080000
39099998.142464,0.240000
39120000.778240,0.160000
39139999.219712,0.080000
39160001.855488,0.120000
39180000.296960,0.120000
39199998.738432,0.080000
39220001.374208,0.080000
39239999.815680,0.120000
39259998.257152,0.160000
39280000.892928,0.080000
39299999.334400,0.120000
39320001.970176,0.120000
39340000.411648,0.120000
39359998.853120,0.080000
39380001.488896,0.120000
39399999.930368,0.120000
39419998.371840,0.160000
39440001.007616,0.040000
39459999.449088,0.120000
39480002.084864,0.120000
39500000.526336,0.160000
39519998.967808,0.120000
39540001.603584,-0.040000
39560000.045056,0.080000
39579998.486528,0.120000
39600001.122304,-0.120000
39619999.563776,0.160000
39639998.005248,0.240000
39660000.641024,0.120000
39679999.082496,0.160000
39700001.718272,0.120000
39720000.159744,0.080000
39739998.601216,0.120000
39760001.236992,0.120000
39779999.678464,0.160000
39799998.119936,0.120000
39820000.755712,0.160000
39839999.197184,0.120000
39860001.832960,0.160000
39880000.274432,0.120000
39899998.715904,0.160000
39920001.351680,0.160000
39939999.793152,0.160000
39959998.234624,0.080000
39980000.870400,0.120000
39999999.311872,0.120000
40020001.947648,0.160000
40040000.389120,0.120000
40059998.830592,0.080000
40080001.466368,0.120000
40099999.907840,0.160000
40119998.349312,0.120000
40140000.985088,0.120000
40159999.426560,0.120000
40180002.062336,0.160000
40200000.503808,0.160000
40219998.945280,0.120000
40240001.581056,0.120000
40260000.022528,0.120000
40279998.464000,0.120000
40300001.099776,0.200000
40319999.541248,0.160000
40339997.982720,0.160000
40360000.618496,0.120000
40379999.059968,0.160000
40400001.695744,0.120000
40420000.137216,0.120000
40439998.578688,0.160000
40460001.214464,0.120000
40479999.655936,0.120000
40499998.097408,0.120000
40520000.733184,0.160000
40539999.174656,0.120000
40560001.810432,0.200000
40580000.251904,0.160000
40599998.693376,0.160000
40620001.329152,0.160000
40639999.770624,0.160000
40659998.212096,0.120000
40680000.847872,0.120000
40699999.289344,0.200000
40720001.925120,0.120000
40740000.366592,-0.040000
40759998.808064,0.160000
40780001.443840,0.120000
40799999.885312,0.160000
40819998.326784,0.120000
40840000.962560,-0.040000
40859999.404032,0.160000
40880002.039808,0.120000
40900000.481280,0.160000
40919998.922752,0.160000
40940001.558528,0.160000
40960000.000000,0.160000
40979998.441472,0.120000
41000001.077248,0.160000
41019999.518720,0.160000
41039997.960192,0.120000
41060000.595968,0.120000
41079999.037440,0.120000
41100001.673216,0.160000
41120000.114688,0.120000
41139998.556160,0.160000
41160001.191936,0.160000
41179999.633408,0.120000
41199998.074880,0.200000
41220000.710656,0.160000
41239999.152128,0.120000
41260001.787904,0.160000
41280000.229376,0.160000
41299998.670848,0.160000
41320001.306624,0.120000
41339999.748096,0.160000
41359998.189568,0.160000
41380000.825344,0.160000
41399999.266816,0.160000
41420001.902592,0.120000
41440000.344064,0.000000
41459998.785536,0.120000
41480001.421312,0.200000
41499999.862784,0.160000
41519998.304256,0.040000
41540000.940032,0.160000
41559999.381504,0.160000
41580002.017280,0.160000
41600000.458752,0.240000
41619998.900224,0.160000
41640001.536000,0.160000
41659999.977472,0.160000
41679998.418944,0.160000
41700001.054720,0.160000
41719999.496192,0.160000
41739997.937664,0.200000
41760000.573440,0.120000
41779999.014912,0.120000
41800001.650688,0.160000
41820000.092160,0.080000
41839998.533632,0.120000
41860001.169408,0.160000
41879999.610880,0.160000
41899998.052352,0.160000
41920000.688128,0.120000
41939999.129600,0.120000
41960001.765376,0.160000
41980000.206848,0.120000
41999998.648320,0.120000
42020001.284096,0.200000
42039999.725568,0.120000
42059998.167040,0.120000
42080000.802816,0.120000
42099999.244288,0.120000
42120001.880064,0.160000
42140000.321536,0.160000
42159998.763008,0.080000
42180001.398784,0.160000
42199999.840256,0.120000
42219998.281728,0.120000
42240000.917504,0.200000
42259999.358976,0.160000
42280001.994752,0.120000
42300000.436224,0.160000
42319998.877696,0.160000
42340001.513472,0.160000
42359999.954944,0.120000
42379998.396416,0.160000
42400001.032192,0.120000
42419999.473664,0.160000
42439997.915136,0.120000
42460000.550912,0.080000
42479998.992384,0.160000
42500001.628160,0.160000
42520000.069632,0.160000
42539998.511104,0.120000
42560001.146880,0.160000
42579999.588352,0.160000
42599998.029824,0.200000
42620000.665600,0.160000
42639999.107072,0.160000
42660001.742848,0.080000
42680000.184320,0.160000
42699998.625792,0.120000
42720001.261568,0.200000
42739999.703040,0.120000
42759998.144512,0.120000
42780000.780288,0.160000
42799999.221760,0.160000
42820001.857536,0.160000
42840000.299008,0.120000
42859998.740480,0.160000
42880001.376256,0.160000
42899999.817728,0.160000
42919998.259200,0.080000
42940000.894976,0.160000
42959999.336448,0.160000
42980001.972224,0.160000
43000000.413696,-0.240000
43019998.855168,0.160000
43040001.490944,0.120000
43059999.932416,0.160000
43079998.373888,0.160000
43100001.009664,0.160000
43119999.451136,0.120000
43140002.086912,0.120000
43160000.528384,0.120000
43179998.969856,0.120000
43200001.605632,0.120000
43220000.047104,0.160000
43239998.488576,0.160000
43260001.124352,0.080000
43279999.565824,0.120000
43299998.007296,0.120000
43320000.643072,0.200000
43339999.084544,0.200000
43360001.720320,0.080000
43380000.161792,0.120000
43399998.603264,0.040000
43420001.239040,0.120000
43439999.680512,0.120000
43459998.121984,0.160000
43480000.757760,0.120000
43499999.199232,0.160000
43520001.835008,0.200000
43540000.276480,0.120000
43559998.717952,0.120000
43580001.353728,0.120000
43599999.795200,0.240000
43619998.236672,0.120000
43640000.872448,0.120000
43659999.313920,0.160000
43680001.949696,0.160000
43700000.391168,0.200000
43719998.832640,0.120000
43740001.468416,0.120000
43759999.909888,0.200000
43779998.351360,0.160000
43800000.987136,0.160000
43819999.428608,0.120000
43840002.064384,0.160000
43860000.505856,0.120000
